year,board_council,board_name,school_code,school_name,mail_address_1,city,postal_code,civic_address_1,civic_address_2,civic_postal_code,mobile,fax,email,coordinates
2020-2021,54,Halifax Regional Centre for Education,283,East St Margarets Elementary,8671 Peggys Cove Road,Indian Harbour,B3Z 3P5,8671 Peggys Cove Road,Indian Harbour,B3Z 3P5,902-823-2463,902-823-2232,estm@hrce.ca,POINT (-63.936379 44.521855)
2020-2021,54,Halifax Regional Centre for Education,351,Eastern Passage Education Centre,93 Samuel Danial Drive,Eastern Passage,B3G 1P7,93 Samuel Danial Drive,Eastern Passage,B3G 1P7,902-462-8401,902-462-8403,epec@hrce.ca,POINT (-63.460749 44.614266)
2020-2021,54,Halifax Regional Centre for Education,334,Eastern Shore District High,35 West Petpeswick Rd,Musquodoboit Harbour,B0J 2L0,35 West Petpeswick Rd,Musquodoboit Harbour,B0J 2L0,902-889-4025,902-889-4037,esdh@hrce.ca,POINT (-63.15499 44.782049)
2020-2021,57,Conseil scolaire acadien provincial,145,École acadienne de Pomquet,"791, rue Taylor",Pomquet,B2G 2L4,"791, rue Taylor",Pomquet,B2G 2L4,902-386-5700,902-386-5702,eap@csap.ca,POINT (-61.856489 45.623194)
2020-2021,57,Conseil scolaire acadien provincial,433,École acadienne de Truro,"50, rue Aberdeen",Truro,B2N 4V3,"50, rue Aberdeen",Truro,B2N 4V3,902-896-4500,902-896-4501,eat@csap.ca,POINT (-63.26075 45.362163)
2020-2021,57,Conseil scolaire acadien provincial,947,École Beaubassin,"54, boulevard Larry Uteck",Halifax,B3M 4R9,"54, boulevard Larry Uteck",Halifax,B3M 4R9,902-457-6810,902-457-6809,ebb@csap.ca,POINT (-63.664224 44.698605)
2020-2021,57,Conseil scolaire acadien provincial,982,École Beau-Port,"2359, route 206",Arichat,B0E 2L0,"2359, route 206",Arichat,B0E 2L0,902-226-5200,902-226-5204,ebp@csap.ca,POINT (-61.026507 45.510912)
2020-2021,57,Conseil scolaire acadien provincial,744,École Belleville,"84, chemin Belleville",Tusket,B0W 3M0,"84, chemin Belleville",Tusket,B0W 3M0,902-648-5920,902-648-5922,eblv@csap.ca,POINT (-65.931409 43.86384)
2020-2021,57,Conseil scolaire acadien provincial,948,École Bois-Joli,"211, avenue du Portage",Dartmouth,B2X 3T4,"211, avenue du Portage",Dartmouth,B2X 3T4,902-433-7070,902-433-7077,ebj@csap.ca,POINT (-63.53125 44.707058)
2020-2021,57,Conseil scolaire acadien provincial,1173,École des Beaux-Marais,"5261, autoroute 7",Porters Lake,B3E 1J7,"5261, autoroute 7",Porters Lake,B3E 1J7,902-827-4621,902-827-4623,ebm@csap.ca,POINT (-63.281936 44.744182)
2020-2021,57,Conseil scolaire acadien provincial,68,École du Carrefour,"201A, avenue du Portage",Dartmouth,B2X 3T4,"201A, avenue du Portage",Dartmouth,B2X 3T4,902-433-7000,902-433-7020,ecgh@csap.ca,POINT (-63.531924 44.704472)
2020-2021,57,Conseil scolaire acadien provincial,1188,École du Grand-Portage,"100, Stokil Drive",Lower Sackville,B4C 2G5,"100, Stokil Drive",Lower Sackville,B4C 2G5,902-864-6242,902-864-6419,egp@csap.ca,POINT (-63.68267 44.783944)
2020-2021,57,Conseil scolaire acadien provincial,217,École Joseph-Dugas,"450, chemin Patrice",Pointe-de-l'Église,B0W 1M0,"450, chemin Patrice",Pointe-de-l'Église,B0W 1M0,902-769-5430,902-769-5433,ejd@csap.ca,POINT (-66.103359 44.327101)
2020-2021,57,Conseil scolaire acadien provincial,1197,École Mer et Monde,"5750, rue Atlantic",Halifax,B3H 1G9,"5750, rue Atlantic",Halifax,B3H 1G9,902-480-2180,902-480-2193,emm@csap.ca,POINT (-63.576234 44.632031)
2020-2021,57,Conseil scolaire acadien provincial,378,École NDA,"15118, Cabot Trail",Chéticamp,B0E 1H0,"15118, Cabot Trail",Chéticamp,B0E 1H0,902-224-5300,902-224-5305,enda@csap.ca,POINT (-61.016143 46.625473)
2020-2021,57,Conseil scolaire acadien provincial,156,École Pubnico-Ouest,"811, route 335",Pubnico-Ouest,B0W 3S0,"811, route 335",Pubnico-Ouest,B0W 3S0,902-762-4400,902-762-4402,epo@csap.ca,POINT (-65.797785 43.669672)
2020-2021,57,Conseil scolaire acadien provincial,57,École Rose-des-Vents,"6, chemin Bedford",Greenwood,B0P 1N0,"6, chemin Bedford",Greenwood,B0P 1N0,902-765-7100,902-765-7107,erdv@csap.ca,POINT (-64.943741 44.960865)
2020-2021,57,Conseil scolaire acadien provincial,225,École secondaire de Clare,"80, chemin Placide Comeau",La Butte,B0W 2L0,"80, chemin Placide Comeau",La Butte,B0W 2L0,902-769-5400,902-769-5405,esdc@csap.ca,POINT (-66.130614 44.22656)
2020-2021,57,Conseil scolaire acadien provincial,980,École secondaire de Par-en-Bas,"4258, route 308",Tusket,B0W 3M0,"4258, route 308",Tusket,B0W 3M0,902-648-5900,902-648-5915,espb@csap.ca,POINT (-65.966099 43.870303)
2020-2021,57,Conseil scolaire acadien provincial,1152,École secondaire du Sommet,"500,  boulevard Larry Uteck",Halifax,B3M 0E6,"500,  boulevard Larry Uteck",Halifax,B3M 0E6,902-832-4302,902-832-4352,ess@csap.ca,POINT (-63.678764 44.700992)
2020-2021,57,Conseil scolaire acadien provincial,1202,École secondaire Mosaïque,"361, avenue John Savage",Dartmouth,B3B 0J3,"361, avenue John Savage",Dartmouth,B3B 0J3,902-433-7080,902-481-5671,timothy.brown@csap.ca,POINT (-63.57545 44.704067)
2020-2021,57,Conseil scolaire acadien provincial,219,École Stella-Maris,"288, chemin Peter Dugas",Meteghan,B0W 2J0,"288, chemin Peter Dugas",Meteghan,B0W 2J0,902-645-5500,902-645-5505,esm@csap.ca,POINT (-66.154454 44.182772)
2020-2021,57,Conseil scolaire acadien provincial,160,École Wedgeport,"44, chemin Ditcher",Wedgeport,B0W 3P0,"44, chemin Ditcher",Wedgeport,B0W 3P0,902-663-5000,902-663-5002,ewdg@csap.ca,POINT (-65.982566 43.738529)
2020-2021,54,Halifax Regional Centre for Education,614,Elizabeth Sutherland,66 Rockingstone Road,Halifax,B3R 2C9,66 Rockingstone Road,Halifax,B3R 2C9,902-479-4427,902-479-4430,ess@hrce.ca,POINT (-63.618623 44.60401)
2020-2021,54,Halifax Regional Centre for Education,538,Ellenvale Junior High,88 Belle Vista Drive,Dartmouth,B2W 2X7,88 Belle Vista Drive,Dartmouth,B2W 2X7,902-435-8420,902-435-8469,ejhs@hrce.ca,POINT (-63.519846 44.678327)
2020-2021,53,Chignecto Central Regional Centre for Education,31,Elmsdale District Elementary School,75 MacMillan Drive,Elmsdale,B2S 1A5,75 MacMillan Drive,Elmsdale,B2S 1A5,902-883-5350,902-883-5353,LangilleLD@ccrce.ca,POINT (-63.523525 44.960086)
2020-2021,53,Chignecto Central Regional Centre for Education,30,Enfield District School,29 Catherine Street,Enfield,B2T 1L4,29 Catherine Street,Enfield,B2T 1L4,902-883-5300,902-883-5302,knolt@ccrce.ca,POINT (-63.528931 44.952963)
2020-2021,54,Halifax Regional Centre for Education,564,Eric Graves Memorial Junior High,70 Dorothea Drive,Dartmouth,B2W 4M3,70 Dorothea Drive,Dartmouth,B2W 4M3,902-435-8325,902-435-8379,egmjh@hrce.ca,POINT (-63.507291 44.677898)
2020-2021,55,Annapolis Valley Regional Centre for Education,753,Evangeline Middle School,9387 Commercial St,New Minas,B4N 3G3,9387 Commercial St,New Minas,B4N 3G3,902-681-4910,902-681-4909,ems@avrce.ca,POINT (-64.436645 45.071826)
2020-2021,59,Tri-County Regional Centre for Education,733,Evelyn Richardson Memorial Elementary School,Box 160,Shag Harbour,B0W 3B0,#5961 Hwy #3,Shag Harbour,B0W 3B0,902-723-3800,902-723-3801,ermes@tcrce.ca,POINT (-65.727309 43.496757)
2020-2021,53,Chignecto Central Regional Centre for Education,414,F. H. MacDonald Academy,123 School Rd,Thorburn,B0K 1W0,123 School Rd,Thorburn,B0K 1W0,902-922-3805,902-922-3820,DoyleNM@ccrce.ca,POINT (-62.508409 45.59257)
2020-2021,54,Halifax Regional Centre for Education,599,Fairview Heights Elementary,210 Coronation Avenue,Halifax,B3N 2N3,210 Coronation Avenue,Halifax,B3N 2N3,902-457-8953,902-457-8957,fhes@hrce.ca,POINT (-63.64888 44.650594)
2020-2021,54,Halifax Regional Centre for Education,578,Fairview Junior High,155 Rosedale Avenue,Halifax,B3N 2K2,155 Rosedale Avenue,Halifax,B3N 2K2,902-457-8960,902-457-8963,fvjh@hrce.ca,POINT (-63.647398 44.648766)
2020-2021,55,Annapolis Valley Regional Centre for Education,362,Falmouth District School,PO Box 40,Falmouth,B0P 1L0,30 School St,Falmouth,B0P 1L0,902-792-6710,902-792-6717,fds@avrce.ca,POINT (-64.184501 45.066324)
2020-2021,52,Strait Regional Centre for Education,266,Fanning Education Centre/Canso Academy,129 Tickle Rd,Hazel Hill,B0H 1H0,129 Tickle Rd,Hazel Hill,B0H 1H0,902-366-2225,902-366-3502,cory.austen@srce.ca,POINT (-61.028191 45.332289)
2020-2021,52,Strait Regional Centre for Education,471,Felix Marchand Education Centre,PO Box 767,Louisdale,B0E 1V0,380 Main St,Louisdale,B0E 1V0,902-345-2560,902-345-2868,richard.britten@srce.ca,POINT (-61.53561 46.022375)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,1153,Ferrisview Elementary School,83 Archibald Ave,North Sydney,B2A 2W9,83 Archibald Ave,North Sydney,B2A 2W9,902-794-7137,902-794-6237,briggsj1@gnspes.ca,POINT (-60.254967 46.212536)
2020-2021,54,Halifax Regional Centre for Education,288,Five Bridges Junior High,66 Hubley Road,Hubley,B3Z 1B9,66 Hubley Road,Hubley,B3Z 1B9,902-876-2026,902-876-7177,fbjh@hrce.ca,POINT (-63.814623 44.676429)
2020-2021,58,South Shore Regional Centre for Education,80,Forest Heights Community School,PO Box 29,Chester Basin,B0J 1K0,847 Hwy 12,Chester Basin,B0J 1K0,902-275-2700,902-275-2710,fhcs@ssrce.ca,POINT (-64.320054 44.599949)
2020-2021,59,Tri-County Regional Centre for Education,927,Forest Ridge Academy,Box 128,Barrington,B0W 1E0,59 Forest View Dr,Barrington,B0W 1E0,902-637-4340,902-637-4342,fra@tcrce.ca,POINT (-65.564628 43.567272)
2020-2021,53,Chignecto Central Regional Centre for Education,665,G. R. Saunders Elementary School,PO Box 1030,Stellarton,B0K 1S0,71 Bridge Avenue,Stellarton,B0K 1S0,902-755-8230,902-755-8238,cormierel@ccrce.ca,POINT (-62.665161 45.562129)
2020-2021,54,Halifax Regional Centre for Education,356,Gaetz Brook Junior High,6856 Hwy 7,Head of Chezzetcook,B0J 1N0,6856 Hwy 7,Head of Chezzetcook,B0J 1N0,902-827-4666,902-827-5430,gbjhs@hrce.ca,POINT (-63.20663 44.777114)
2020-2021,55,Annapolis Valley Regional Centre for Education,60,Gaspereau Valley Elementary School,2781 Greenfield Rd,Wolfville,B4P 2R1,2781 Greenfield Rd,Wolfville,B4P 2R1,902-542-6090,902-542-6096,gves@avrce.ca,POINT (-64.351705 45.063463)
2020-2021,54,Halifax Regional Centre for Education,731,George Bissett Elementary,170 Arklow Drive,Dartmouth,B2W 4R6,170 Arklow Drive,Dartmouth,B2W 4R6,902-464-5184,902-464-5187,gbes@hrce.ca,POINT (-63.487234 44.678036)
2020-2021,54,Halifax Regional Centre for Education,314,Georges P Vanier Junior High,1410 Fall River Road,Fall River,B2T 1J1,1410 Fall River Road,Fall River,B2T 1J1,902-860-4182,902-860-4188,vanier@hrce.ca,POINT (-63.61629 44.815837)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,416,Glace Bay Elementary School,135 Brookside St,Glace Bay,B1A 1K8,135 Brookside St,Glace Bay,B1A 1K8,902-849-3256,902-849-3261,shepardr@gnspes.ca,POINT (-59.957477 46.188709)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,8,Glace Bay High School,201 Reserve St,Glace Bay,B1A 4W3,201 Reserve St,Glace Bay,B1A 4W3,902-849-4247,902-849-2700,gbh@gnspes.ca,POINT (-59.979701 46.191111)
2020-2021,55,Annapolis Valley Regional Centre for Education,59,Glooscap Elementary School,"RR 5, 1017 J Jordan Road",Canning,B0P 1H0,1017 J Jordan Road,Canning,B0P 1H0,902-582-2010,902-582-2015,ges@avrce.ca,POINT (-64.435722 45.159724)
2020-2021,54,Halifax Regional Centre for Education,568,Gorsebrook Junior High,5966 South Street,Halifax,B3H 1S6,5966 South Street,Halifax,B3H 1S6,902-421-6758,902-421-2709,gjh@hrce.ca,POINT (-63.584422 44.636605)
2020-2021,54,Halifax Regional Centre for Education,318,Graham Creighton Junior High,72 Cherry Brook Road,Cherry Brook,B2Z 1A8,72 Cherry Brook Road,Cherry Brook,B2Z 1A8,902-464-5164,902-464-5173,gcjh@hrce.ca,POINT (-63.472842 44.705183)
2020-2021,53,Chignecto Central Regional Centre for Education,26,Great Village Elementary School,8849 Highway 2,Great Village,B0M 1L0,8849 Highway 2,Great Village,B0M 1L0,902-668-6500,902-668-6506,kennedyka@ccrce.ca,POINT (-63.596285 45.412331)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,963,Greenfield Elementary School,25 James St,River Ryan,B1H 1B8,25 James St,River Ryan,B1H 1B8,902-862-4000,902-862-4005,mdolan@gnspes.ca,POINT (-60.093769 46.235622)
2020-2021,58,South Shore Regional Centre for Education,1150,Greenfield Elementary School,5060 Highway 210,Greenfield,B0T 1E0,5060 Highway 210,Greenfield,B0T 1E0,902-685-5400,902-685-5401,ges@ssrce.ca,POINT (-64.841687 44.272282)
2020-2021,54,Halifax Regional Centre for Education,602,Grosvenor Wentworth Park Elementary,4 Downing Street,Halifax,B3M 2G4,4 Downing Street,Halifax,B3M 2G4,902-457-8422,902-457-8430,gwp@hrce.ca,POINT (-63.668629 44.685564)
2020-2021,52,Strait Regional Centre for Education,143,H. M. MacDonald Elementary School,2811 Hwy 245 RR3,Maryvale,B2G 2J1,2811 Hwy 245,Maryvale,B2G 2J1,902-863-2096,902-863-0616,Trevor.MacIsaac@srce.ca,POINT (-62.043352 45.734483)
2020-2021,54,Halifax Regional Centre for Education,567,Halifax Central Junior High,1787 Preston Street,Halifax,B3H 3V7,1787 Preston Street,Halifax,B3H 3V7,902-421-6777,902-421-2868,central@hrce.ca,POINT (-63.596605 44.642907)
2020-2021,54,Halifax Regional Centre for Education,592,Halifax West High,283 Thomas Raddall Dr.,Halifax,B3S 1R1,283 Thomas Raddall Dr.,Halifax,B3S 1R1,902-457-8900,902-457-8980,hwhs@hrce.ca,POINT (-63.663855 44.655738)
2020-2021,54,Halifax Regional Centre for Education,306,Hammonds Plains Consolidated,2180 Hammonds Plains Road,Hammonds Plains,B4B 1M5,2180 Hammonds Plains Road,Hammonds Plains,B4B 1M5,902-832-8412,902-832-8420,hpcs@hrce.ca,POINT (-63.790139 44.73452)
2020-2021,53,Chignecto Central Regional Centre for Education,42,Hants East Rural High School,2331 Highway 2,Milford,B0N 1Y0,2331 Highway 2,Milford,B0N 1Y0,902-758-4620,902-758-4626,SearleLM@ccrce.ca,POINT (-63.430081 45.05659)
2020-2021,53,Chignecto Central Regional Centre for Education,41,Hants North Rural High School,4369 Highway 236,Kennetcook,B0N 1P0,4369 Highway 236,Kennetcook,B0N 1P0,902-362-3300,902-362-3303,PeverilMF@ccrce.ca,POINT (-63.716453 45.181197)
2020-2021,55,Annapolis Valley Regional Centre for Education,24,Hantsport School,PO Box 392,Hantsport,B0P 1P0,11 School St,Hantsport,B0P 1P0,902-684-4000,902-684-4004,hs@avrce.ca,POINT (-64.181677 45.066375)
2020-2021,54,Halifax Regional Centre for Education,521,Harbour View Elementary,25 Alfred Street,Dartmouth,B3A 4E8,25 Alfred Street,Dartmouth,B3A 4E8,902-464-2051,902-464-2282,hves@hrce.ca,POINT (-63.589114 44.681047)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,964,Harbourside Elementary School,15 Church St,Sydney,B1N 2R3,15 Church St,Sydney,B1N 2R3,902-563-4520,902-563-4523,dbeaton@gnspes.ca,POINT (-60.189038 46.161899)
2020-2021,53,Chignecto Central Regional Centre for Education,1145,Harmony Heights Elementary,25 Cedar Drive,Truro,B2N 5W3,25 Cedar Drive,Truro,B2N 5W3,902-896-5798,902-897-8922,fitzgeraldd@ccrce.ca,POINT (-63.248374 45.363002)
2020-2021,54,Halifax Regional Centre for Education,740,Harold T Barrett Junior High,862 Beaver Bank Road,Beaver Bank,B4G 1A9,862 Beaver Bank Road,Beaver Bank,B4G 1A9,902-864-7500,902-864-7502,htbar@hrce.ca,POINT (-63.682286 44.820432)
2020-2021,54,Halifax Regional Centre for Education,296,Harrietsfield Elementary,1150 Old Sambro Road,Harrietsfield,B3V 1B1,1150 Old Sambro Road,Harrietsfield,B3V 1B1,902-479-4230,902-479-4235,hes@hrce.ca,POINT (-63.634878 44.569058)
2020-2021,54,Halifax Regional Centre for Education,313,Harry R Hamilton Elementary,40 Hamilton Drive,Middle Sackville,B4E 3A9,40 Hamilton Drive,Middle Sackville,B4E 3A9,902-864-6815,902-864-6820,hrh@hrce.ca,POINT (-63.727358 44.797838)
2020-2021,54,Halifax Regional Centre for Education,522,Hawthorn Elementary,10 Hawthorne Street,Dartmouth,B2Y 2Y3,10 Hawthorne Street,Dartmouth,B2Y 2Y3,902-464-2048,902-464-2799,hawthorn@hrce.ca,POINT (-63.559061 44.669574)
2020-2021,58,South Shore Regional Centre for Education,917,Hebbville Academy,16147 Highway 3,Hebbville,B4V 6Y1,16147 Highway 3,Hebbville,B4V 6Y1,902-541-8280,902-541-8290,ha@ssrce.ca,POINT (-64.561557 44.320891)
2020-2021,54,Halifax Regional Centre for Education,293,Herring Cove Junior High,7 Lancaster Drive,Herring Cove,B3V 1H9,7 Lancaster Drive,Herring Cove,B3V 1H9,902-479-4214,902-479-3379,hcjh@hrce.ca,POINT (-63.562651 44.56827)
2020-2021,55,Annapolis Valley Regional Centre for Education,998,Highbury Education Centre,26 Highbury Rd,New Minas,B4N 3P7,26 Highbury Rd,New Minas,B4N 3P7,902-681-4930,902-681-4931,hec@avrce.ca,POINT (-64.462272 45.066961)
2020-2021,54,Halifax Regional Centre for Education,571,Highland Park Junior High,3479 Robie Street,Halifax,B3K 4S4,3479 Robie Street,Halifax,B3K 4S4,902-493-5124,902-493-5130,hpjh@hrce.ca,POINT (-63.609658 44.664555)
2020-2021,53,Chignecto Central Regional Centre for Education,15,Hilden Elementary School,1737 Truro Road,Hilden,B0N 1C0,1737 Truro Road,Hilden,B0N 1C0,902-896-5750,902-896-5751,KaulbachL@ccrce.ca,POINT (-63.289032 45.307892)
2020-2021,59,Tri-County Regional Centre for Education,79,Hillcrest Academy,PO Box 40,Shelburne,B0T 1W0,127 King St,Shelburne,B0T 1W0,902-875-5300,902-875-5301,hia@tcrce.ca,POINT (-65.309752 43.767482)
2020-2021,54,Halifax Regional Centre for Education,310,Hillside Park Elementary,15 Hillside Avenue,Lower Sackville,B4C 1W6,15 Hillside Avenue,Lower Sackville,B4C 1W6,902-864-6873,902-864-6878,hpes@hrce.ca,POINT (-63.663529 44.757373)
2020-2021,54,Halifax Regional Centre for Education,747,Holland Road Elementary,181 Holland Road,Fletchers Lake,B2T 1A1,181 Holland Road,Fletchers Lake,B2T 1A1,902-860-4170,902-860-4173,hres@hrce.ca,POINT (-63.602213 44.842164)
2020-2021,55,Annapolis Valley Regional Centre for Education,70,Horton High School,75 Greenwich Road S,Wolfville,B4P 2R2,75 Greenwich Road S,Wolfville,B4P 2R2,902-542-6060,902-542-6066,hhs@avrce.ca,POINT (-64.401148 45.071491)
2020-2021,54,Halifax Regional Centre for Education,327,Humber Park Elementary,5 Smallwood Avenue,Dartmouth,B2W 3R6,5 Smallwood Avenue,Dartmouth,B2W 3R6,902-464-5177,902-464-5182,hps@hrce.ca,POINT (-63.495516 44.704762)
2020-2021,54,Halifax Regional Centre for Education,523,Ian Forsyth Elementary,22 Glencoe Drive,Dartmouth,B2X 1J1,22 Glencoe Drive,Dartmouth,B2X 1J1,902-435-8435,902-435-8365,ifes@hrce.ca,POINT (-63.53827 44.694277)
2020-2021,54,Halifax Regional Centre for Education,579,Inglis Street Elementary,5985 Inglis Street,Halifax,B3H 1K7,5985 Inglis Street,Halifax,B3H 1K7,902-421-6767,902-421-3028,ises@hrce.ca,POINT (-63.582726 44.632733)
2020-2021,52,Strait Regional Centre for Education,1106,Inverness Education Centre/Academy,PO Box 580,Inverness,B0E 1N0,59 Veterans Memorial Crt,Inverness,B0E 1N0,902-258-3700,902-258-3899,Peter.Goosens@srce.ca,POINT (-61.298781 46.232116)
2020-2021,54,Halifax Regional Centre for Education,1196,Island View High,1853 Caldwell Road,Eastern Passage,B3G 1J3,1853 Caldwell Road,Eastern Passage,B3G 1J3,902-466-6341,902-466-6348,ivh@hrce.ca,POINT (-63.471538 44.609218)
2020-2021,59,Tri-County Regional Centre for Education,259,Islands Consolidated School,PO Box 80,Freeport,B0V 1B0,75 Overcove Rd,Freeport,B0V 1B0,902-839-6300,902-839-6303,ics@tcrce.ca,POINT (-66.319276 44.27757)
2020-2021,54,Halifax Regional Centre for Education,619,J. L. Ilsley High,38 Sylvia Ave,Halifax,B3R 1J9,38 Sylvia Ave,Halifax,B3R 1J9,902-479-4612,902-479-4635,jli@hrce.ca,POINT (-63.608393 44.605914)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,549,John Bernard Croak V.C. Memorial  School,10 Second St,Glace Bay,B1A 5Z4,10 Second St,Glace Bay,B1A 5Z4,902-849-2003,902-842-2212,swhite@gnspes.ca,POINT (-59.963242 46.211235)
2020-2021,54,Halifax Regional Centre for Education,539,John MacNeil Elementary,62 Leaman Drive,Dartmouth,B3A 2K9,62 Leaman Drive,Dartmouth,B3A 2K9,902-464-2488,902-464-2616,jmes@hrce.ca,POINT (-63.58218 44.690044)
2020-2021,54,Halifax Regional Centre for Education,524,John Martin Junior High,7 Brule Street,Dartmouth,B3A 4G2,7 Brule Street,Dartmouth,B3A 4G2,902-464-2408,902-464-2062,jmjh@hrce.ca,POINT (-63.587175 44.683205)
2020-2021,54,Halifax Regional Centre for Education,607,John W MacLeod Fleming Tower Elementary,1511 Purcells Cove Road,Halifax,B3P 1B7,1511 Purcell's Cove Road,Halifax,B3P 1B7,902-479-4437,902-479-4442,jwm@hrce.ca,POINT (-63.60925 44.63029)
2020-2021,54,Halifax Regional Centre for Education,354,Joseph Giles Elementary,54 Gregory Drive,Dartmouth,B2W 3M6,54 Gregory Drive,Dartmouth,B2W 3M6,902-464-5192,902-464-5197,jges@hrce.ca,POINT (-63.49576 44.685408)
