facility,permit_type,permit_status,facility_address,city
TIM HORTONS 1446,Eating Establishment,Active,915 VICTORIA RD.,SYDNEY
CAPE BRETON UNIVERSITY CAFETERIA #77501,Eating Establishment,Active,1250 GRAND LAKE RD.,GRAND LAKE ROAD
EVANGELINE MIDDLE SCHOOL CAFETERIA,Eating Establishment,Active,9387 COMMERCIAL ST.,NEW MINAS
SUSHI COVE,Eating Establishment,Active,355 HERRING COVE RD.,HALIFAX
EL CHINO SNACK BAR,Eating Establishment,Active,2398 ROBIE ST.,HALIFAX
MAPPATURA BISTRO,Eating Establishment,Active,5883 SPRING GARDEN RD.,HALIFAX
CLARK RUTHERFORD SCHOOL CAFETERIA,Eating Establishment,Active,234 SPINNAKER DR.,CORNWALLIS PARK
HUANG RESTAURANT,Eating Establishment,Active,460 GRAND LAKE RD.,SYDNEY
The Millstone Public House,Eating Establishment,Active,67 KINGS WHARF PL.,DARTMOUTH
CHEVERIE FOOD MART,Eating Establishment,Active,6570 HIGHWAY 215 HWY.,CHEVERIE
Rick the Fish Guy,Mobile - Class 3,Active,9983 ST MARGARETS BAY RD.,HUBBARDS
HOUSE OF CHENG RESTAURANT,Eating Establishment,Active,345 MAIN ST.,MIDDLETON
VALLEY ELEMENTARY SCHOOL,Eating Establishment,Active,96 SALMON RIVER RD.,TRURO
Thomas Brown,Public Market - Vendor,Active,NULL,NULL
DE LA TOUR COOP,Food Shop,Active,1651 HIGHWAY 335 HWY.,LOWER WEST PUBNICO
DOOLY'S SACKVILLE,Eating Establishment,Active,776 SACKVILLE DR.,LOWER SACKVILLE
PARISH OF YARMOUTH & TUSKET (HOLY TRINITY),Eating Establishment,Active,61 WILLIAM ST.,YARMOUTH
BISTRO 300,Eating Establishment,Active,300 MAIN ST.,MIDDLETON
TIM HORTONS 237,Eating Establishment,Active,118 SOUTH ALBION ST.,AMHERST
DECOSTE CENTRE,Eating Establishment,Active,99 WATER ST.,PICTOU
ON ROUTE CONVENIENCE,Food Shop,Active,24 NANTUCKET AVE.,DARTMOUTH
WHISTLER'S PUB AND GRUB,Eating Establishment,Active,285 GEORGE ST. UNIT 3,STEWIACKE
Chicken Little Cafe,Eating Establishment,Active,1525 BEDFORD HWY.,BEDFORD
Pon Pon Foods,Eating Establishment,Active,70 KING ST.,DARTMOUTH
SHOPPERS DRUG MART #134,Food Shop,Active,315 HERRING COVE RD.,HALIFAX
SUGAR BAKERY,Eating Establishment,Active,1535 DRESDEN ROW UNIT 128,HALIFAX
MOSER RIVER COMMUNITY HALL,Eating Establishment,Active,28975 HIGHWAY 7 HWY.,MOSER RIVER
Coconut Milk Kefir Productons,Eating Establishment,Active,9 MILFORD RD.,CARROLLS CORNER
PALLADIUM FAMILY RESTAURANT,Eating Establishment,Active,942 COLE HARBOUR RD.,COLE HARBOUR
WINDSOR ELMS VILLAGE For Continuing Care,Eating Establishment,Active,174 FALMOUTH DYKE RD.,FALMOUTH
RANDY'S PIZZA AND DONAIR,Eating Establishment,Active,2380 AGRICOLA ST.,HALIFAX
AVON VIEW HIGH SCHOOL 71544,Eating Establishment,Active,225 PAYZANT DR.,WINDSOR
ETOILE DE L'ACADIE (CENTRE SCOLAIRE),Eating Establishment,Active,15 INGLIS ST.,SYDNEY
"M&Y THE NORTH GROCERY CO., LTD/HALIFAX",Food Shop,Active,1544 GRANVILLE ST.,HALIFAX
HADDAD PIZZERIA,Eating Establishment,Active,2025 SACKVILLE DR.,MIDDLE SACKVILLE
NORTH EAST KINGS EDUCATION CENTRE 71543,Eating Establishment,Active,1816 BAINS RD.,CANNING
STARTING BLOCKS DAYCARE,Eating Establishment,Active,24 ROSS ST.,PICTOU
MCDONALD'S FAMILY RESTAURANT,Eating Establishment,Active,3291 HIGHWAY 2 HWY.,FALL RIVER
PJS VARIETY & LAUNDROMAT,Food Shop,Active,1370 VICTORIA RD.,SYDNEY
CRUX FOOD,Food Shop,Active,469 SMITH ST.,NEW WATERFORD
EAST ANTIGONISH ACADEMY 71426,Eating Establishment,Active,10128 HIGHWAY 4 HWY.,MONASTERY
SOBEYS 510,Eating Establishment,Active,116 KING ST.,NORTH SYDNEY
ASAP Mabuhay Filipino Restaurant,Eating Establishment,Active,5237 BLOWERS ST.,HALIFAX
CIRCLE K #2078,Food Shop,Active,41 FALLS LANE,SHELBURNE
CIRCLE K #2063,Food Shop,Active,72 COW BAY RD.,EASTERN PASSAGE
Exhibition Youth Arena,Eating Establishment,Active,590 MAIN ST.,LAWRENCETOWN
T. Kettle,Food Shop,Active,7001 MUMFORD RD. UNIT 256A,HALIFAX
BEAR RIVER FIRST NATION HERITAGE & CULTURAL CENTER SHOP,Eating Establishment,Active,194 RESERVATION RD.,BEAR RIVER
WILLOW LODGE,Eating Establishment,Active,100 BLAIR AVE. UNIT,TATAMAGOUCHE
RAPURE ACADIENNE LTD,Eating Establishment,Active,"1443 HIGHWAY 1, RR1 HWY.",CHURCH POINT
GATES LANDING CONVENIENCE STORE & OUTDOOR SPECIALTIES,Food Shop,Active,369 MAIN ST.,MIDDLETON
DONALD RENOUF - FISH MOBILE,Mobile - Class 3,Active,567 SAND POINT RD.,TATAMAGOUCHE
SOBEYS 704,Food Shop,Active,622 REEVES ST.,PORT HAWKESBURY
Marine Drive Academy #71493,Eating Establishment,Active,479 CHURCH POINT RD.,SHEET HARBOUR
VEGETORIUM (THE),Food Shop,Active,2900 HIGHWAY 2 HWY.,FALL RIVER
LILY AND ASSOCIATES LIMITED,Eating Establishment,Active,10031 HIGHWAY 1 HWY.,GREENWICH
Dixie Lee Family Restaurant,Eating Establishment,Active,254 MAIN ST.,LIVERPOOL
TOM'S PIZZA,Eating Establishment,Active,464 CHEBUCTO ST.,BADDECK
NEEDS CONVENIENCE #589,Food Shop,Active,3380 PLUMMER AVE.,NEW WATERFORD
Needs Cow Bay-Shell,Food Shop,Active,33 COW BAY RD.,EASTERN PASSAGE
Needs Cow Bay-Shell,Food Shop,Active,1515 MAIN RD.,EASTERN PASSAGE
FRESHII AT SCOTIA SQUARE,Eating Establishment,Active,5201 DUKE ST.,HALIFAX
Simply for Life Stellarton,Food Shop,Active,152 FOORD ST. UNIT A-E,STELLARTON
Bedford Superstore #378,Eating Establishment,Active,1650 BEDFORD HWY.,BEDFORD
JACK ASTOR'S BAR AND GRILL,Eating Establishment,Active,107 SHUBIE DR.,DARTMOUTH
Simply For Life Antigonish,Food Shop,Active,325 MAIN ST.,ANTIGONISH
CEP KITCHEN,Eating Establishment,Active,34 LORNE ST.,TRURO
Saj House,Eating Establishment,Active,19 ALMA CRES.,HALIFAX
KINSMEN DAY CARE,Eating Establishment,Active,629 VILLA DR.,LITTLE BRAS D'OR
ST. JOHNS ANGLICAN CHURCH,Eating Establishment,Active,23 CHURCH ST.,TRURO
NEEDS CONVENIENCE #4549,Food Shop,Active,5203 HIGHWAY 7 HWY.,PORTERS LAKE
That Dutchman's Farm (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,HALIFAX
MSVU - Seton Hall #72221,Eating Establishment,Active,166 BEDFORD HWY.,HALIFAX
A&W,Eating Establishment,Active,20 DAMASCUS RD.,BEDFORD
LAWTONS DRUGS #157,Food Shop,Active,2615 NORTHWOOD TERR.,HALIFAX
LAWTONS #128,Food Shop,Active,287 LACEWOOD DR. UNIT 107,HALIFAX
2 BOY'S SMOKEHOUSE MEAT & DELI,Food Shop,Active,984 COLE HARBOUR RD.,COLE HARBOUR
FARMERS FAMILY DINER,Eating Establishment,Active,1256 WARD RD.,MILLVILLE
FRANK & GINOS,Eating Establishment,Active,286 ROBIE ST.,TRURO
VALUE CONVENIENCE & BAKERY,Eating Establishment,Active,1465 ST MARGARETS BAY RD.,LAKESIDE
SWISS CHALET #1741,Eating Establishment,Active,482 GRAND LAKE RD.,GRAND LAKE ROAD
Inn on Prince Hotel and Conference Centre Truro,Eating Establishment,Active,437 PRINCE ST.,TRURO
Sapori Italian Street Food Ltd.,Eating Establishment,Active,1741 LOWER WATER ST.,HALIFAX
FRANK & DORA'S TAKEOUT,Eating Establishment - Seasonal,Active,1013 HIGHWAY 1 HWY.,DEEP BROOK
PRINCE GEORGE HOTEL (THE) / GIO / LEVEL BAR / TERRACE (THE),Eating Establishment,Active,1725 MARKET ST.,HALIFAX
HAMACHI KITA,Eating Establishment,Active,5537 YOUNG ST.,HALIFAX
L.W.F. FIREMAN'S ASSOCIATION,Eating Establishment,Active,843 FALL RIVER RD.,FALL RIVER
Pizzadelic,Eating Establishment,Active,537 PLEASANT ST.,DARTMOUTH
OL MINER DINER - OVENS PARK,Eating Establishment - Seasonal,Active,326 OVENS PARK RD.,RIVERPORT
LIN'S TAKE OUT RESTAURANT,Eating Establishment,Active,1785 MAIN ST.,WESTVILLE
BONDS MEATS,Food Shop,Active,7068 HIGHWAY 16 HWY.,GUYSBOROUGH
Over the Spoon Ice Cream,Eating Establishment - Seasonal,Active,348 HIGHWAY 320 HWY.,LOUISDALE
E-J'S GRILL AND GENERAL STORE,Eating Establishment - Seasonal,Active,644 HIGHWAY 8 HWY.,MAITLAND BRIDGE
MAPLE TREE MONTESSORI,Eating Establishment,Active,3008 OXFORD ST.,HALIFAX
BENNY'S ICE CREAM,Mobile - Class 1 Seasonal,Active,4 RITCEYS COVE LANE,RIVERPORT
The Ultimate Fry,Mobile - Class 1 Seasonal,Active,893 SACKVILLE DR.,LOWER SACKVILLE
COSTCO WHOLESALE LTEE,Eating Establishment,Active,137 COUNTRYVIEW DR.,DARTMOUTH
LOBSTER POT,Food Shop - Seasonal,Active,2443 HIGHWAY 376 HWY.,LYONS BROOK
Sweet Treasures,Eating Establishment,Active,110 MONTAGUE ST.,LUNENBURG
UNION STREET CAFE,Eating Establishment,Active,183 COMMERCIAL ST.,BERWICK
SHORE CLUB,Eating Establishment - Seasonal,Active,250 SHORE CLUB RD.,HUBBARDS - HX
RISING TIDE BAKERY,Eating Establishment,Active,169 MAIN ST.,PARRSBORO
DAIRY QUEEN,Eating Establishment,Active,188 CHAIN LAKE DR.,HALIFAX
CIRCLE K #2080,Food Shop,Active,565 GEORGE ST.,SYDNEY
BOSTON PIZZA,Eating Establishment,Active,194 CHAIN LAKE DR. UNIT,HALIFAX
THOMEHS MARKET,Food Shop,Active,5580 CORNWALLIS ST.,HALIFAX
CASTLE ROCK COUNTRY INN,Eating Establishment,Awaiting Application,39339 CABOT TRAIL,INGONISH FERRY
BONA'S PIT STOP,Eating Establishment,Awaiting Application,1146 HIGHWAY 247 HWY.,ROCKDALE
Acadiana Soy Products - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,HALIFAX
TATTINGSTONE INN,Eating Establishment,Active,620 MAIN ST.,WOLFVILLE
WOOD STREET CENTRE,Eating Establishment,Active,225 WOOD ST.,TRURO
GLEN ARBOUR GOLF COURSE,Eating Establishment,Active,40 CLUB HOUSE LANE,HAMMONDS PLAINS
ISLANDS CONSOLIDATED SCHOOL CANTEEN,Eating Establishment,Active,75 OVERCOVE RD.,FREEPORT
PEGGY'S COVE BOAT TOURS (Fish Mobile),Mobile - Class 3,Active,130 PEGGYS POINT RD.,PEGGYS COVE
BLACK DIAMOND BAR & GRILL LIMITED,Eating Establishment,Active,76 TOWNSEND ST. UNIT 2,SYDNEY
ST MARY'S ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,1276 VICTORIA RD.,AYLESFORD
ODELL'S GLUTEN FREE BAKERY & CAFE,Eating Establishment,Active,30 FARNHAM GATE RD.,HALIFAX
Brothers Tadka Indian Cuisine,Mobile - Class 1,Active,725 HIGHWAY 7 HWY.,WESTPHAL
LIQUID GOLD TASTING BAR & ALL THINGS OLIVE,Food Shop,Awaiting Application,1595 BEDFORD HWY.,BEDFORD
MITCHELLO'S PUBSTYLE EATERY,Eating Establishment - Seasonal,Awaiting Application,7733 HIGHWAY 308 HWY. N,EAST QUINAN
WHITNEY'S CORNER STORE,Eating Establishment,Active,4955 HIGHWAY 211 HWY.,PORT BICKERTON
OAKFIELD GOLF AND COUNTRY CLUB,Eating Establishment,Active,6055 HIGHWAY 2 HWY.,OAKFIELD
HIGHLAND LINKS GOLF COURSE,Eating Establishment,Active,247 KELTIC IN RD.,INGONISH BEACH
WYNN PARK VILLA,Eating Establishment,Active,32 WINDSOR WAY,TRURO
SNAPPY TOMATO PIZZA,Eating Establishment,Active,38 JAMES ST.,ANTIGONISH
GIANT TIGER # 210,Food Shop,Active,963 CENTRAL AVE.,GREENWOOD
ANCHORED GROUNDS COFFEE BAR,Eating Establishment,Active,4106 HIGHWAY 308 HWY.,TUSKET
SNOWY RIVER FARMS,Food Shop,Active,15439 HIGHWAY 224 HWY.,COOKS BROOK
NORTHWOOD - SECOND FLOOR MANOR,Eating Establishment,Active,2630 GOTTINGEN ST.,HALIFAX
My Grandfather's Farm,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
Pizzadelic Sackviile,Eating Establishment,Active,833 SACKVILLE DR.,LOWER SACKVILLE
CLEARWATER LOBSTER SHOPS,Eating Establishment,Active,757 BEDFORD HWY.,BEDFORD
A&W Elmsdale,Eating Establishment,Active,250 HIGHWAY 214 HWY.,ELMSDALE
CABOT PUBLIC HOUSE (THE),Eating Establishment,Active,10 BEACH RD NO. 2 RD. UNIT 1,INVERNESS
OXFORD BERRY FARM MARKET STAND,Food Shop - Seasonal,Active,4670 MAIN ST.,OXFORD
SKIP THE KITCHEN,Eating Establishment,Active,340 KELTIC DR.,WESTMOUNT
LITTLE RIVER QUICK-WAY,Eating Establishment,Awaiting Application,6 SHORE RD.,LITTLE RIVER
COBEQUID GAS BAR INC.,Eating Establishment,Awaiting Application,9768 HIGHWAY 4 HWY.,THOMSON STATION
ANTIGONISH WINTER MARKET - ORGANIZER,Public Market - Vendor,Awaiting Application,121 ST NINIAN ST.,ANTIGONISH
BAKING WITH C.L.A.S.S. - BERWICK FARMERS MARKET,Public Market - Vendor,Awaiting Application,236 COMMERCIAL ST.,BERWICK
DARTMOUTH DAY CARE CENTRE (CRICHTON),Eating Establishment,Awaiting Application,33 CRICHTON AVE.,DARTMOUTH
GRECO PIZZA / CAPT SUB,Eating Establishment,Awaiting Application,131 KING ST.,NORTH SYDNEY
Terry Garrison - LF,Mobile - Class 3,Awaiting Application,1683 KETCH HARBOUR RD.,SAMBRO
BEACH PEA KITCHEN & BAR (THE),Eating Establishment,Awaiting Application,128 MONTAGUE ST.,LUNENBURG
KYO KITCHEN & BAR,Eating Establishment,Awaiting Application,1715 BARRINGTON ST.,HALIFAX
ANNAPOLIS ROYAL NURSING HOME,Eating Establishment,Active,9745 HIGHWAY 8 HWY.,LEQUILLE
SOBEYS #739,Eating Establishment,Active,3286 HIGHWAY 2 HWY.,FALL RIVER
SHIRLEYS & NOVELEES CATERING & TAKE-OUT,Eating Establishment,Active,2269 GOTTINGEN ST.,HALIFAX
Wild Caraway Restaurant & Cafe,Eating Establishment,Active,3721 HIGHWAY 209 HWY.,ADVOCATE HARBOUR
OUR TURN TO COOK,Eating Establishment,Active,116 PROVOST ST.,NEW GLASGOW
MJ SMOKE SHOP,Food Shop,Active,7071 BAYERS RD. SUITE 221,HALIFAX
Dylan's No Frills,Food Shop,Active,16 DENTITH RD.,HALIFAX
Connie Pothier/ BELLIVEAU COVE FARMERS' MARKET,Public Market - Vendor,Active,3255 HIGHWAY 1 HWY.,BELLIVEAUS COVE
ROOP'S ESSO,Food Shop,Active,638 HIGHWAY 2 HWY.,BROOKFIELD
THE SPOT PUB & GRILL,Eating Establishment,Active,56 PROVOST ST.,NEW GLASGOW
TIM HORTONS,Eating Establishment,Awaiting Application,75 STARRS RD.,YARMOUTH
YARMOUTH LIONS CLUB,Eating Establishment,Awaiting Application,87 PARADE ST.,YARMOUTH
RED SHED (THE),Mobile - Class 1,Awaiting Application,76 WATER ST.,YARMOUTH
PASTURE HILL FARM - ALDERNEY LANDING  FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,DARTMOUTH
DINAH'S SOURDOUGH,Eating Establishment,Awaiting Application,3540 NOVALEA DR.,HALIFAX
SHAWS LANDING,Eating Establishment,Active,6958 PROSPECT RD.,WEST DOVER
CUNARD EVENT CENTRE (THE),Eating Establishment,Active,961 MARGINAL RD.,HALIFAX
SEA CONES ICE CREAM BOAT,Eating Establishment - Seasonal,Awaiting Application,3744 HIGHWAY 359 HWY.,HALLS HARBOUR
QUICKPLUS CONVENIENCE,Food Shop,Active,1475 LOWER WATER ST.,HALIFAX
ULTRAMAR ON THE RUN,Food Shop,Active,620 PICTOU RD.,VALLEY
STIRLING FRUIT FARMS,Food Shop,Active,873 BEDFORD HWY.,BEDFORD
MAPLESTONE ENHANCED CARE,Eating Establishment,Active,245 MAIN AVE.,HALIFAX
AVODAH CAFE AND DAIRY BAR,Eating Establishment,Active,1129 SACKVILLE DR.,MIDDLE SACKVILLE
PIZZA DELIGHT BAYERS LAKE,Eating Establishment,Active,209 CHAIN LAKE DR.,HALIFAX
SOBEYS #660,Eating Establishment,Active,269 HIGHWAY 214 HWY. 100,ELMSDALE
TIM HORTONS,Eating Establishment,Active,42 MAIN ST.,SPRINGHILL
SEBASTAINS,Eating Establishment,Active,500 KINGS RD.,SYDNEY
Tim Hortons 2383,Eating Establishment,Active,9966 GRENVILLE ST.,ST. PETER'S
SUBWAY # 2906,Eating Establishment,Active,41 FALLS LANE,SHELBURNE
Gama by Lee,Eating Establishment,Active,1496 LOWER WATER ST.,HALIFAX
Ernest J. Pierce - LF,Mobile - Class 3,Active,4052 SANDY POINT RD.,JORDAN BAY
AFRITE,Eating Establishment,Active,1360 LOWER WATER ST.,HALIFAX
LAWTONS 163,Food Shop,Active,6155 NORTH ST.,HALIFAX
WESTERN WIND FARM - ANTIGONISH WINTER MARKET,Public Market - Vendor,Awaiting Application,121 ST NINIAN ST.,ANTIGONISH
NICTAUX & DISTRICT VOLUNTEER FIRE DEPARTMENT,Eating Establishment,Awaiting Application,9349 HIGHWAY 10 HWY.,NICTAUX
"OBLADEE, A Wine Bar",Eating Establishment,Awaiting Application,1600 BARRINGTON ST.,HALIFAX
FOREST HEIGHTS COMMUNITY SCHOOL CAFETERIA,Eating Establishment,Awaiting Application,847 HIGHWAY 12 HWY.,CHESTER GRANT
ANNIE'S ICE CREAM PARLOUR,Mobile - Class 1 Seasonal,Awaiting Application,20 ST PETERS RD.,SYDNEY
MAMA'S PANTRY,Food Shop,Awaiting Application,421 LAHAVE ST.,BRIDGEWATER
FRAN'S CONVENIENCE,Eating Establishment,Active,291 MAIN ST.,YARMOUTH
HEARTS ICECREAM PARLOR (THE),Eating Establishment,Active,2372 HIGHWAY 206 HWY. A,ARICHAT
PORTSIDE BEER GARDEN - MOBILE,Mobile - Class 1 Seasonal,Active,144 ESPLANADE RD.,SYDNEY
FAIRVIEW ESSO,Food Shop,Active,3600 DUTCH VILLAGE RD.,HALIFAX
AL MACINNIS SPORTS CENTRE RESTAURANT,Eating Establishment,Active,45 WHARF RD.,PORT HOOD
SPENCER HOUSE SENIORS CENTRE,Eating Establishment,Active,5596 MORRIS ST.,HALIFAX
DOOLYS,Eating Establishment,Active,590 PORTLAND ST.,DARTMOUTH
SODEXO MICHELIN CA-2,Eating Establishment,Active,233 LOGAN RD.,BRIDGEWATER
Milk Street Cheese Co at the Annapolis Royal Winter Farmers Market,Public Market - Vendor,Active,441 ST GEORGE ST.,ANNAPOLIS ROYAL
BIG WEDGE PIZZA,Eating Establishment,Active,5553 DUFFUS ST.,HALIFAX
FRANKS PIZZA,Eating Establishment,Active,301 GEORGE ST.,STEWIACKE
RICHMOND ACADEMY 71427,Eating Establishment,Active,3238 WHITESIDE RD.,LOUISDALE
NEEDS #4438,Food Shop,Active,539 GRAND LAKE RD.,GRAND LAKE ROAD
ST. LOUIS BAR & GRILL,Eating Establishment,Active,792 SACKVILLE DR.,LOWER SACKVILLE
Tommie Baker - LF,Mobile - Class 3,Active,1451 EAST JEDDORE RD.,EAST JEDDORE
ROYAL CANADIAN LEGION SOMME BR 31,Eating Establishment,Active,54 KING ST.,DARTMOUTH
JESSY'S PIZZA,Eating Establishment,Awaiting Application,8934 COMMERCIAL ST.,NEW MINAS
CROSSFIT BASINVIEW,Eating Establishment,Awaiting Application,9 SCIENCE PARK DR.,BEDFORD
HAUS TREUBURG LIMITED,Eating Establishment,Awaiting Application,175 MAIN ST.,PORT HOOD
GRACE JOLLYMORE JOYCE ARTS CENTRE,Food Shop,Awaiting Application,31 CREAMERY RD.,TATAMAGOUCHE
Garrett & Dalton Fisheries Ltd (mobile),Mobile - Class 3,Awaiting Application,60 WALTERS LANE,STONEY ISLAND
MAPLE GROVE EDUCATION CENTRE,Eating Establishment,Awaiting Application,52 SCHOOL ST.,HEBRON
JULIEN'S PASTRY SHOP - CHESTER SEASIDE FARMERS & ARTISAN MARKET,Public Market - Vendor,Active,20 SMITH RD.,CHESTER
ADMIRAL DIGBY INN,Eating Establishment,Active,441 SHORE RD.,DIGBY
JAY'S CHICKEN AND RIBS,Eating Establishment,Active,28 SOUTH ST.,GLACE BAY
BEACHSIDE PIZZA AND MARKET LIMITED,Eating Establishment - Seasonal,Active,5365 HIGHWAY #331,PETITE RIVIERE
SUPERSTAR KARAOKE & LOUNGE,Eating Establishment,Active,2099 GOTTINGEN ST. APT,HALIFAX
CHATIME,Eating Establishment,Active,1070 BARRINGTON ST.,HALIFAX
OAK ISLAND RESORT & CONFERENCE CENTRE,Eating Establishment,Active,36 TREASURE DR.,WESTERN SHORE
A SLICE OF HOME BAKERY & CAFE,Eating Establishment,Active,813 GRANTON ABERCROMBIE RD. UNIT 5,ABERCROMBIE
GIANT TIGER #196 - NEW GLASGOW,Food Shop,Active,610 EAST RIVER RD.,NEW GLASGOW
MUDDYS CONVENIENCE STORE,Food Shop,Active,446 MAIN ST.,WOLFVILLE
Tasty Kitchen,Eating Establishment,Active,1222 HENRY ST.,HALIFAX
SAVEWAY CONVENIENCE STORE,Food Shop,Active,25 CRYSTAL DR.,DARTMOUTH
FOX POINT MARKET,Food Shop,Active,413 HIGHWAY 329 HWY.,FOX POINT
PARTNERS FOR CARE - QEII PARTNERS FOR CARE FARMERS MARKET (Organizer),Public Market - Vendor,Awaiting Application,1276 SOUTH PARK ST.,HALIFAX
DOWNEYS DELICIOUS,Food Shop,Awaiting Application,401 SPIDDLE HILL RD.,WEST EARLTOWN
BENTO SUSHI IN SOBEYS (BEDFORD HWY),Eating Establishment,Awaiting Application,955 BEDFORD HWY.,BEDFORD
ROYAL CANADIAN LEGION BRANCH 22,Eating Establishment,Awaiting Application,1877 CLEMENTSVALE RD.,BEAR RIVER
ANNAPOLIS NATURAL FOODS,Food Shop,Awaiting Application,253 ST GEORGE ST.,ANNAPOLIS ROYAL
MILLER LAKE UNITED PENTECOSTAL CHURCH CAMPGROUNDS,Eating Establishment - Seasonal,Active,108 SANCTUARY CRT.,FALL RIVER
GRECO XPRESS (OCEAN LANES BOWLING),Eating Establishment,Active,45 LAKE RD.,TATAMAGOUCHE
BETWEEN THE BUSHES,Eating Establishment - Seasonal,Awaiting Application,1225 MIDDLE DYKE RD.,CENTREVILLE
SMOKES POUTINERIE HALIFAX WATERFRONT - KIOSK #17,Eating Establishment,Active,1549 LOWER WATER ST.,HALIFAX
RIVER PUB,Eating Establishment,Active,750 KING ST.,BRIDGEWATER
HAPPY TOTS PRESCHOOL & NURSERY,Eating Establishment,Active,89 GORDON AVE.,HALIFAX
DAYS INN AND CONFERENCE CENTRE,Eating Establishment,Active,50 NORTH ST.,BRIDGEWATER
DILLAN'S ON TOWNSEND,Eating Establishment,Active,281 TOWNSEND ST.,SYDNEY
TIM HORTONS,Eating Establishment,Active,3614 HAMMONDS PLAINS RD.,UPPER TANTALLON
PIZZADELIC,Eating Establishment,Active,3290 HIGHWAY 2 HWY.,FALL RIVER
STIRLING FRUIT FARMS,Eating Establishment,Awaiting Application,10328 HIGHWAY 1 HWY.,GREENWICH
PUGGY'S KITCHEN,Mobile - Class 1,Awaiting Application,6574 HIGHWAY 3 HWY.,LOWER WOODS HARBOUR
HANTS EXHIBITION ARENA CANTEEN,Eating Establishment,Awaiting Application,239 WENTWORTH RD.,WINDSOR
CLARENCE'S SAUSAGE - AMHERST FARMERS MARKET,Public Market - Vendor,Awaiting Application,11 ELECTRIC ST.,AMHERST
MACISAAC'S VARIETY,Food Shop,Active,112 SYDNEY RD.,PORT HAWKESBURY
CANNING VALUFOODS,Eating Establishment,Active,9830 MAIN ST.,CANNING
SOBEYS #725,Eating Establishment,Active,55 PEAKVIEW WAY,HALIFAX
KENNY'S PIZZA,Eating Establishment,Active,870 VICTORIA RD.,SYDNEY
Knoydart Farm Ltd - Antigonish Farmers Market,Public Market - Vendor,Active,30 JAMES ST.,ANTIGONISH
FREEPORT FIRE DEPARTMENT,Eating Establishment,Active,291 HIGHWAY 217 HWY.,FREEPORT
HIGH CREST NURSING HOME,Eating Establishment,Active,53 COURT ST. UNIT 3,SHERBROOKE
COCHRANE'S PHARMASAVE - HANTSPORT,Food Shop,Active,25 MAIN ST.,HANTSPORT
LAWTONS DRUG STORE #2565,Food Shop,Active,26 NORTH ST.,BRIDGEWATER
TIM HORTONS,Eating Establishment,Active,464 LAHAVE ST.,BRIDGEWATER
HALIFAX WEST HIGH SCHOOL #71465,Eating Establishment,Active,283 THOMAS RADDALL DR.,HALIFAX
HABANEROS,Eating Establishment,Active,800 GRAND LAKE RD.,GRAND LAKE ROAD
JB'S STEAK & SEAFOOD,Eating Establishment,Active,55 HIGHWAY 330 HWY.,BARRINGTON PASSAGE
ALEXANDER KEITH'S ALE HOUSE,Eating Establishment,Awaiting Application,1 BELL BLVD.,ENFIELD
EVOLVE FITNESS,Food Shop - Seasonal,Awaiting Application,3667 STRAWBERRY HILL ST. UNIT 220,HALIFAX
JOHN SYMONDS - LF,Mobile - Class 3,Awaiting Application,7059 HIGHWAY 3 HWY.,CENTRAL WOODS HARBOUR
MIDDLE SPOON (THE),Eating Establishment,Awaiting Application,1595 BEDFORD HWY.,BEDFORD
"WINDLASS RESTAURANT, THE",Eating Establishment,Awaiting Application,1615 CHEBOGUE RD.,KELLEYS COVE
"CAKE LADY, THE",Food Shop,Active,188 SOUTHWEST COVE RD.,NORTHWEST COVE
TROUT POINT LODGE,Eating Establishment,Active,189 TROUT POINT RD.,EAST KEMPTVILLE
MINERS VILLAGE TREATS TREASURES AND TRINKETS,Food Shop - Seasonal,Awaiting Application,17 MUSEUM ST.,GLACE BAY
ROUNDHOUSE CAFE,Eating Establishment,Active,100 MAIN ST.,JOGGINS
"CIRCLE K #2052, Rest #2908",Food Shop,Active,510 HIGHWAY 303 HWY.,CONWAY
SHREE CURRY PLACE - MOBILE,Mobile - Class 1,Active,140 NORTH AVE. UNIT 3,NEW GLASGOW
RK MACDONALD GUEST HOME,Eating Establishment,Active,64 PLEASANT ST.,ANTIGONISH
BAYSIDE CAMP,Eating Establishment,Active,1503 KETCH HARBOUR RD.,SAMBRO HEAD
Barrington Foodmart,Eating Establishment,Active,179 OAK PARK RD.,RIVERHEAD
Stirring The Pot Soup Cafe,Public Market - Vendor,Active,2141 PROSPECT RD.,HATCHET LAKE
BIG COVE FOODS - NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
PIZZA L'AMORE,Eating Establishment,Active,265 MAIN ST.,PARRSBORO
NEEDS #4448,Food Shop,Active,3512 HIGHWAY #3,BARRINGTON PASSAGE
BRIDGEWATER ESSO,Eating Establishment,Active,171 ABERDEEN RD.,BRIDGEWATER
HARBOUR VIEW RESTAURANT,Eating Establishment - Seasonal,Active,476 PIER RD.,PARRSBORO
