facility,permit_type,permit_status,facility_address,city
ST. ANDREWS UNITED CHURCH,Eating Establishment,Active,55 KING ST.,truro
ESPRESSO 46,Eating Establishment,Active,2867 ISLEVILLE ST.,halifax
EAST COAST DUMPLING HOUSE,Eating Establishment,Awaiting Application,958 COLE HARBOUR RD.,dartmouth
WALMART - TRURO #3184,Food Shop,Active,140 WADE RD.,truro
SYLVIA ESTEY,Eating Establishment,Active,15 YOUNG ST.,truro
ALMONAK,Eating Establishment,Active,5659 ALMON ST. SUITE 102,halifax
ITALIAN MARKET,Eating Establishment,Active,6061 YOUNG ST.,halifax
The Tare Shop,Food Shop,Active,21 PORTLAND ST.,dartmouth
A & W,Eating Establishment,Active,5201 DUKE ST.,halifax
ROBIE STREET SUBWAY,Eating Establishment,Active,3045 ROBIE ST.,halifax
TAWA GRILL,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
ELLA'S JAMAICAN FOOD,Eating Establishment,Awaiting Application,918 PRINCE ST.,truro
NARROWS BISTRO (THE),Eating Establishment,Awaiting Application,101 WYSE RD.,dartmouth
Eric Thibault Mobile #2 (Bay of Fundy Finest Seafood),Mobile - Class 3,Awaiting Application,124 WOODLAWN RD.,dartmouth
GRECO PIZZA,Eating Establishment,Active,100 MAIN ST.,dartmouth
ARMY NAVY AIR FORCE CLUB,Eating Establishment,Awaiting Application,2409 MAYNARD ST.,halifax
KEMPT SCREEN GOLF,Eating Establishment,Active,3200 KEMPT RD.,halifax
MCDONALD'S RESTAURANT#2732,Eating Establishment,Active,331 HERRING COVE RD.,halifax
NOVA SCOTIA HEALTH AUTHORITY - NUTRITION AND FOOD SERVICES,Eating Establishment,Active,325 PLEASANT ST.,dartmouth
Leo's Pizzeria,Eating Establishment,Active,245 WAVERLEY RD. UNIT,dartmouth
SAUCY DOGS,Food Shop,Active,30 LAMONT TERR.,dartmouth
HERRING COVE MARKET,Food Shop,Active,565 HERRING COVE RD.,halifax
NEIGHBOURHOOD GOODS,Food Shop,Active,1496 LOWER WATER ST.,halifax
Canton Garden Restaurant,Eating Establishment,Awaiting Application,30 FARNHAM GATE RD.,halifax
Passage to India,Eating Establishment,Active,5657 SPRING GARDEN RD.,halifax
Bam Bam's Bagels with Cream Cheese (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
MAMA GRATTIS/FOUNDERS PRESS FRESH COFFEE,Eating Establishment,Awaiting Application,1701 HOLLIS ST.,halifax
AIR FORCE ASSOCIATION,Eating Establishment,Awaiting Application,22 COTTAGE ST.,truro
WILD LEEK FOOD & JUICE BAR INC,Eating Establishment,Active,2156 WINDSOR ST.,halifax
McDonald's Restaurant #40082,Eating Establishment,Active,6982 MUMFORD RD.,halifax
Windy View Farms Ltd. (Halifax Seaport Farmers Market).,Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
"QEII Infirmary Kitchenettes (Rm 4182, 7279, 8279)",Eating Establishment,Active,1796 SUMMER ST.,halifax
TIM HORTONS,Eating Establishment,Active,644 PORTLAND ST. UNIT 6,dartmouth
HARBOUR CITY BAR & GRILL,Eating Establishment,Active,1990 BARRINGTON ST.,halifax
CORNER STORE #2521,Food Shop,Active,141 WILLOW ST.,truro
BIG LIFE WHOLE FOODS,Eating Establishment,Active,84 PORTLAND ST.,dartmouth
Amin's Indian Food (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
COPPER BRANCH,Eating Establishment,Active,1474 LOWER WATER ST.,halifax
ISLAMIC ASSOCIATION OF N.S.,Food Shop,Active,42 LEAMAN DR.,dartmouth
KELLYS DELI,Eating Establishment,Active,30 FARNHAM GATE RD.,halifax
Busan Korean BBQ,Eating Establishment,Active,6311 QUINPOOL RD.,halifax
BOSTON PIZZA,Eating Establishment,Awaiting Application,1858 GRANVILLE ST.,halifax
Playdium Dartmouth,Eating Establishment,Active,21 CABELA RD.,dartmouth
DAIRY QUEEN,Eating Establishment,Active,945 PRINCE ST.,truro
CHEN'S CONVENIENCE AND CIGAR STORE,Food Shop,Awaiting Application,60 ALDERNEY DR.,dartmouth
COCO'S CAFE & CATERING,Eating Establishment,Awaiting Application,1741 BRUNSWICK ST.,halifax
YU YO CRAFT SUPPLY & TEA HOUSE,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
Chop Steakhouse and Bar,Eating Establishment,Active,1700 GRAFTON ST.,halifax
WATERFRONT WAREHOUSE,Eating Establishment,Active,1549 LOWER WATER ST.,halifax
LAYERS CAKES INC.,Food Shop,Awaiting Application,1276 BARRINGTON ST.,halifax
A TINY LAB FOR EARLY LEARNING,Eating Establishment,Active,2236 MAITLAND ST.,halifax
Atithi Indian Restaurant,Eating Establishment,Active,1312 BEDFORD HWY.,bedford
DAYDREAMS (BEFORE & AFTER SCHOOL),Eating Establishment,Awaiting Application,28 BLUEWATER RD.,bedford
ADVENTURERS CHILD CARE CENTRE 1,Eating Establishment,Active,50 EILEEN STUBBS AVE. UNIT 100,dartmouth
OSTRICH CLUB (THE),Eating Establishment,Active,5529 YOUNG ST.,halifax
TIM HORTONS,Eating Establishment,Active,1210 HAMMONDS PLAINS RD.,bedford
Pita Pit,Eating Establishment,Active,160 ROBIE ST.,truro
GOTTINGEN FOOD/ BIG AL'S PIZZA,Eating Establishment,Awaiting Application,2352 GOTTINGEN ST.,halifax
Circle K #2515,Food Shop,Active,5450 INGLIS ST.,halifax
PITA PIT,Eating Establishment,Active,75 PEAKVIEW WAY,bedford
PARKLAND ESTATES,Eating Establishment,Active,356 YOUNG ST.,truro
REIGH ALLEN CENTRE,Eating Establishment,Active,270 PLEASANT ST.,dartmouth
"TIM HORTONS ""HALIFAX SHOPPING CENTER""",Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
Joan Lombardo's Catering,Eating Establishment,Active,1871 SELDON ST.,halifax
HIGHFIELD VIDEO AND VARIETY,Food Shop,Awaiting Application,94 HIGHFIELD PARK DR.,dartmouth
STARBUCKS COFFEE #19866,Food Shop,Active,535 LARRY UTECK BLVD.,halifax
CLAY WEST BAR & GRILL,Eating Establishment,Active,120 SUSIE LAKE CRES. UNIT 14,halifax
BISTRO 22,Eating Establishment,Active,16 INGLIS PL.,truro
CAFE LARA,Eating Establishment,Awaiting Application,2347 AGRICOLA ST.,halifax
STARBUCKS COFFEE # 4085,Eating Establishment,Active,5640 SPRING GARDEN RD. UNIT B107,halifax
MCDONALD'S RESTAURANTS,Eating Establishment,Active,25 NANTUCKET AVE.,dartmouth
SUBWAY,Eating Establishment,Active,21 MICMAC BLVD.,dartmouth
WAFFLES ON MY MIND - MOBILE EATING,Mobile - Class 1,Active,44 MOUNT PLEASANT BLVD.,truro
HALIFAX DEVELOPMENTAL CENTRE FOR EARLY LEARNING,Eating Establishment,Active,3115 RALSTON AVE.,halifax
CHARGER RESTAURANT,Eating Establishment,Awaiting Application,392 PLEASANT ST.,dartmouth
YANJING CHINESE RESTAURANT,Eating Establishment,Active,6430 QUINPOOL RD.,halifax
PACIFICO,Eating Establishment,Awaiting Application,5171 GEORGE ST.,halifax
SOCIETE DE LA GARDERIE LE PETIT VOILIER,Eating Establishment,Awaiting Application,1326 BEDFORD HWY.,bedford
SUPER MIKE'S II,Food Shop,Awaiting Application,60 ROSEDALE AVE.,halifax
Taj Mahal Catering,Eating Establishment,Awaiting Application,9 SUMMER ST.,wolfville
BATTERY PARK BEER BAR AND EATERY,Eating Establishment,Awaiting Application,62 OCHTERLONEY ST.,dartmouth
COMPUTER SCIENCE - SECOND CUP,Food Shop,Awaiting Application,6050 UNIVERSITY AVE.,halifax
NEWFOUNDLAND CHOCOLATE COMPANY,Food Shop,Awaiting Application,7001 MUMFORD RD. UNIT 256A,halifax
BURNSIDE MOBILE CATERING,Mobile - Class 1,Awaiting Application,14 TUMMELL DR.,dartmouth
Boulangerie la Vendeenne - QEII Hospital Farmers Market,Public Market - Vendor,Awaiting Application,1276 SOUTH PARK ST.,halifax
MANDY EDWARDS - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Awaiting Application,2901 WINDSOR ST.,halifax
KIWANIS KONES ICE CREAM PAVILION,Food Shop - Seasonal,Awaiting Application,300 PRINCE ALBERT RD. UNIT 104,dartmouth
Eric Thibault Mobile #4 (Bay of Fundy Finest Seafood),Mobile - Class 3,Awaiting Application,20 WRIGHT AVE.,dartmouth
SUBWAY,Eating Establishment,Awaiting Application,53 GALE TERR.,dartmouth
MANCHU WOK,Eating Establishment,Awaiting Application,21 MICMAC BLVD.,dartmouth
TJ's Grocery & Video,Food Shop,Awaiting Application,290 MAIN AVE.,halifax
ALADDIN'S LAUNDROMAT,Food Shop,Awaiting Application,390 PORTLAND ST.,dartmouth
SNOWY RIVER FARMS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,dartmouth
ELMRIDGE FARM - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Awaiting Application,24 ELM AVE.,wolfville
H.K. WONG'S PALACE RESTAURANT,Eating Establishment,Awaiting Application,644 PORTLAND ST. UNIT 6,dartmouth
SUPRIMA FARMS LIMITED - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Awaiting Application,2901 WINDSOR ST.,halifax
THAI EXPRESS,Eating Establishment,Awaiting Application,21 MICMAC BLVD.,dartmouth
MOFFATT'S PHARMACY,Food Shop,Awaiting Application,2751 GLADSTONE ST.,halifax
LAWTONS DRUGS #884,Food Shop,Awaiting Application,90 MAIN ST.,dartmouth
TIM HORTON'S #1198,Eating Establishment,Awaiting Application,650 PORTLAND ST.,dartmouth
ASMARA CONVENIENCE STORE,Food Shop,Awaiting Application,1840 VERNON ST.,halifax
KIMMIE'S KANTEEN,Eating Establishment,Awaiting Application,25 DRYSDALE RD.,halifax
BURRITO JAX HALIFAX,Eating Establishment,Awaiting Application,287 LACEWOOD DR. UNIT 107,halifax
CROW'S NEST CORNER STORE,Eating Establishment,Awaiting Application,166 BEDFORD HWY.,halifax
LIBRARY PUB (THE),Eating Establishment,Awaiting Application,472 MAIN ST.,wolfville
CHEBUCTO GROCERY,Food Shop,Awaiting Application,6330 CHEBUCTO RD.,halifax
OASIS PUB AND EATERY,Eating Establishment,Awaiting Application,5675 SPRING GARDEN RD. SUITE A3,halifax
MARBLE SLAB CREAMERY,Eating Establishment,Awaiting Application,278 LACEWOOD DR.,halifax
WATERFRONT PIZZA & WRAPS,Eating Establishment - Seasonal,Awaiting Application,1751 LOWER WATER ST.,halifax
TAKO SUSHI & RAMEN RESTAURANT LIMITED,Eating Establishment,Active,480 PARKLAND DR. UNIT 14,halifax
EURO PIZZA,Eating Establishment,Active,401 ST MARGARETS BAY RD.,halifax
NEW YORK FRIES,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
PINT (THE),Eating Establishment,Active,1575 ARGYLE ST.,halifax
ANNA'S CAFE AND GRILL,Eating Establishment,Active,5151 GEORGE ST.,halifax
JIANG NAN RESTAURANT,Eating Establishment,Active,5234 BLOWERS ST.,halifax
WOLFVILLE BAPTIST CHURCH,Eating Establishment,Active,487 MAIN ST.,wolfville
SHOPPERS DRUG MART #138,Food Shop,Active,3430 JOSEPH HOWE DR.,halifax
CHEESE CURDS & HABANEROS,Eating Establishment,Active,570 LARRY UTECK BLVD.,halifax
CHEESE CURDS/ HABANEROS,Eating Establishment,Active,277 LACEWOOD DR.,halifax
Doraku,Eating Establishment,Active,44 OCHTERLONEY ST.,dartmouth
TIM HORTONS,Eating Establishment,Active,1781 UPPER WATER ST.,halifax
JUST US COFFEE - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
KING'S GALLEY,Eating Establishment,Active,6350 COBURG RD.,halifax
PIZZA HUT (QUINPOOL),Eating Establishment,Active,6310 QUINPOOL RD.,halifax
JUST SPRING ROLL RESTAURANT,Eating Establishment,Active,5657 SPRING GARDEN RD.,halifax
Masala Delight,Mobile - Class 1 Seasonal,Active,4 CRYSTAL DR.,dartmouth
DIV Foods Inc - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
TUSU KARAOKE,Eating Establishment,Active,5680 SPRING GARDEN RD. UNIT 1,halifax
TRA CASH AND CARRY 176,Food Shop,Active,212 WILLOW ST.,truro
NEEDS #4453,Food Shop,Active,185 CHAIN LAKE DR.,halifax
SALT WATER CAFE / STAFF CAFETERIA,Eating Establishment,Active,1919 UPPER WATER ST.,halifax
NOGGINS CORNER FARM (2015) LTD - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Active,2901 WINDSOR ST.,halifax
Peace By Chocolate Inc.,Eating Establishment,Active,1715 LOWER WATER ST.,halifax
BIG BIRDS NEST DAYCARE,Eating Establishment,Active,17 LYMAN ST.,truro
MAPLE TREE MONTESSORI (Quinpool Rd Campus),Eating Establishment,Active,6583 QUINPOOL RD.,halifax
"MACPHEE'S ""KITCHEN""",Eating Establishment,Active,636 PORTLAND ST.,dartmouth
barBurrito,Eating Establishment,Active,50 TACOMA DR.,dartmouth
CINEPLEX CINEMAS DARTMOUTH CROSSING,Eating Establishment,Active,145 SHUBIE DR.,dartmouth
GATEWAY CAFE,Eating Establishment,Active,1055 MARGINAL RD.,halifax
CEP - KITCHEN 2,Eating Establishment,Active,60 LORNE ST.,truro
REDCHILLIES FLAVOURS OF INDIA,Eating Establishment,Active,936 BEDFORD HWY. SUITE 112,bedford
SUBWAY IWK,Eating Establishment,Active,5850 UNIVERSITY AVE.,halifax
CIRCLE K #2511,Food Shop,Active,229 COUNTRYVIEW DR.,dartmouth
CIRCLE K #2061,Food Shop,Active,15 FAIRFAX DR.,halifax
LE PETIT VOILIER - BEAUBASSIN,Eating Establishment,Active,54 LARRY UTECK BLVD.,halifax
New Panda Buffett,Eating Establishment,Active,100 MAIN ST.,dartmouth
MCDONALD'S RESTAURANT,Eating Establishment,Active,588 PORTLAND ST.,dartmouth
Stoke Food Supply,Eating Establishment,Active,5687 WEST ST.,halifax
Lions Head Tavern,Eating Establishment,Active,3085 ROBIE ST.,halifax
HALIFAX CURLING CLUB,Eating Establishment,Active,948 SOUTH BLAND ST.,halifax
Truro Junior High School,Eating Establishment,Active,445 YOUNG ST.,truro
A TASTE OF THE EAST,Eating Establishment,Active,1589 DRESDEN ROW,halifax
BIANCA,Eating Establishment,Active,1584 ARGYLE ST.,halifax
Bayers Lake Superstore #358,Eating Establishment,Active,210 CHAIN LAKE DR.,halifax
Young St. Superstore #354,Eating Establishment,Active,6141 YOUNG ST.,halifax
Syriana Market Ltd.,Eating Establishment,Active,3600 STRAWBERRY HILL ST.,halifax
STARBUCKS COFFEE #22918,Eating Establishment,Active,535 PORTLAND ST.,dartmouth
SCOTIABANK CENTRE - HALIFAX LINKS (EAST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
RANIAS PIZZA,Eating Establishment,Active,1064 PRINCE ST.,truro
BREAD LOUNGE BAKERY (THE),Eating Establishment,Active,5880 DEMONE ST.,halifax
SUBWAY,Eating Establishment,Active,16 ELM ST.,truro
Goodfare Halifax Inc.,Eating Establishment,Active,56 WALTER HAVILL DR.,halifax
Afishionado Fishmongers,Food Shop,Active,275 ROCKY LAKE DR. UNIT 17,bedford
OLIVET GROCERY,Food Shop,Active,3083 OLIVET ST.,halifax
Taste of East,Eating Establishment,Active,1589 DRESDEN ROW,halifax
BUTA RAMEN,Eating Establishment,Active,5190 MORRIS ST.,halifax
Hali Cheese Girl,Eating Establishment,Active,11 LAWNSDALE DR.,dartmouth
LANDMARK EAST SCHOOL CAFETERIA,Eating Establishment,Active,708 MAIN ST.,wolfville
CABIN COFFEE,Eating Establishment,Active,1554 HOLLIS ST.,halifax
New Indian Bazaar Inc. (Retail Grocery Store),Food Shop,Active,127 CHAIN LAKE DR.,halifax
CIRCLE K #2057,Food Shop,Active,6515 QUINPOOL RD.,halifax
LAWTONS DRUGS #2749,Food Shop,Active,240 BAKER DR.,dartmouth
EAST OF GRAFTON TAVERN,Eating Establishment,Active,1580 ARGYLE ST.,halifax
SCHOOL OF NUTRITION AND DIETETICS,Eating Establishment,Active,12 UNIVERSITY AVE.,wolfville
Look Ho Ho Restaurant,Eating Establishment,Active,6420 BAYERS RD.,halifax
BIG LIFE WHOLE FOODS - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
JAKE'S VIDEO & VARIETY,Food Shop,Active,125 PORTLAND ST.,dartmouth
KITCHEN DOOR,Eating Establishment,Active,110 HIGNEY AVE. SUITE 100,dartmouth
WICKWIRE PLACE,Eating Establishment,Active,30 WICKWIRE AVE.,wolfville
Farmhouse Foods (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
LAWTONS #114,Food Shop,Active,5665 SPRING GARDEN RD.,halifax
WALMART - BEDFORD/SACKVILLE #3081,Eating Establishment,Active,141 DAMASCUS RD.,bedford
TRIPLE N CONVENIENCE AND KTICHEN,Eating Establishment,Active,187 WINDMILL RD.,dartmouth
GIGANTIC VIDEO AND GROCERY,Food Shop,Active,1030 SOUTH PARK ST.,halifax
VETERANS MEMORIAL HOSPITAL CAFETERIA,Eating Establishment,Active,5955 VETERANS MEMORIAL LANE,halifax
PITA PIT,Eating Establishment,Active,5475 SPRING GARDEN RD.,halifax
LOONG 7 MART,Food Shop,Active,5640 SPRING GARDEN RD. UNIT B107,halifax
ANTIOCHIAN MARONITE CATHOLIC CHURCH - OUR LADY OF LEBANON,Eating Establishment,Active,111 CLAYTON PARK DR.,halifax
DHARMA SUSHI RESTAURANT,Eating Establishment,Active,1576 ARGYLE ST.,halifax
SUBWAY,Eating Establishment,Active,278 LACEWOOD DR.,halifax
EAST END MINI MART,Food Shop,Active,1321 PRINCE ST.,truro
LOWER DECK TAPROOM,Eating Establishment,Active,1869 UPPER WATER ST.,halifax
ANVIL LOUNGE,Eating Establishment,Active,10 HARBOURSIDE DR.,wolfville
Oakview Farm (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
STARBUCKS COFFEE #52247,Eating Establishment,Active,188 CHAIN LAKE DR.,halifax
SPROUT THERAPY - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
HAPPY VEAL HOT POT LIMITED,Eating Establishment,Active,1333 SOUTH PARK ST.,halifax
THAI EXPRESS,Eating Establishment,Active,42 FOULIS ROW,dartmouth
PORTLAND STREET CREPERIE,Eating Establishment,Active,55 PORTLAND ST.,dartmouth
BATON ROUGE HALIFAX,Eating Establishment,Active,1877 HOLLIS ST.,halifax
CAKE LADY INC (THE)  (HALIFAX),Food Shop,Active,1549 LOWER WATER ST.,halifax
ST. JOSEPH'S CHILDREN'S CENTRE,Eating Establishment,Active,59 GLENFOREST DR.,halifax
ZACH VAN WAGNER - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,dartmouth
JACKY'S CAFE,Eating Establishment,Awaiting Application,5991 SPRING GARDEN RD.,halifax
PORT CITY COFFEE,Eating Establishment,Active,2 OCHTERLONEY ST.,dartmouth
LAURIE'S BAKESHOP INC,Eating Establishment,Active,615 PRINCE ST. UNIT A,truro
SUBWAY (BAKER),Eating Establishment,Active,262 BAKER DR.,dartmouth
MCDONALD'S FAMILY RESTAURANT,Eating Establishment,Active,90 LAMONT TERR.,dartmouth
Super Natural Health Products / Humani-T Cafe,Eating Establishment,Awaiting Application,5755 YOUNG ST.,halifax
LOWER DECK BEER MARKET (THE),Eating Establishment,Active,1869 UPPER WATER ST.,halifax
Falafel Factory,Mobile - Class 1,Active,40 MASTHEAD CRT.,halifax
XTREME PIZZA,Eating Establishment,Active,5970 SPRING GARDEN RD.,halifax
ADP CANADA #73424,Eating Establishment,Active,130 EILEEN STUBBS AVE.,dartmouth
TIM HORTONS,Eating Establishment,Active,15 TREATY TRAIL,truro
SHOPPERS DRUG MART #133,Food Shop,Awaiting Application,5595 FENWICK ST.,halifax
HEPPYS PIE LADY - QEII PARTNERS FOR CARE,Public Market - Vendor,Awaiting Application,1276 SOUTH PARK ST.,halifax
A & W,Eating Establishment,Active,8 GARY MARTIN DR.,bedford
Sweet Hereafter Cheesecakery,Eating Establishment,Active,6148 QUINPOOL RD.,halifax
SHOPPERS DRUG MART #129,Food Shop,Active,21 MICMAC BLVD.,dartmouth
SNAPPY TOMATO PIZZA,Eating Establishment,Active,393 PLEASANT ST. UNIT 2,dartmouth
LAURA SECORD,Food Shop,Active,7001 MUMFORD RD. UNIT 256A,halifax
POINT PLEASANT CHILD CARE CENTRE (ST. MARY'S),Eating Establishment,Active,5845 GORSEBROOK AVE.,halifax
El Este Taqueria,Eating Establishment,Active,102 ALBRO LAKE RD. UNIT,dartmouth
7 Peppers Grill,Eating Establishment,Active,6169 QUINPOOL RD.,halifax
CINNABON,Eating Establishment,Awaiting Application,21 MICMAC BLVD.,dartmouth
MARK'S ANGELS CATERING,Eating Establishment,Active,1658 BEDFORD HWY. UNIT 0490,bedford
Christie Henwood - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
TIM HORTONS,Eating Establishment,Active,577 MAIN ST.,dartmouth
A TASTE OF INDIA,Eating Establishment,Active,5201 DUKE ST.,halifax
CHEESE CURDS FOOD TRUCK,Mobile - Class 1,Active,600 WINDMILL RD.,dartmouth
NEW YORK FRIES,Eating Establishment,Active,21 MICMAC BLVD.,dartmouth
BIBLE HILL ESSO,Food Shop,Active,282 PICTOU RD.,truro
Sake Restaurant & Bar,Eating Establishment,Active,1645 GRANVILLE ST.,halifax
STUBBORN GOAT GASTROPUB,Eating Establishment,Active,1579 GRAFTON ST.,halifax
CIRCLE K #2062,Food Shop,Active,599 PROSPECT RD.,halifax
SOUP'S ON THE MOVE,Mobile - Class 1,Active,41 AKERLEY BLVD.,dartmouth
BRIGHT SIDE EARLY LEARNING CENTRE,Eating Establishment,Active,479 ARKLOW DR.,dartmouth
UNIVERSITY CHILDREN'S CENTRE (LIFE SCIENCES),Eating Establishment,Active,1355 OXFORD ST.,halifax
Shawarman Pizza & Subs,Eating Establishment,Active,342 WINDMILL RD.,dartmouth
SIDE HUSTLE SNACK BAR,Eating Establishment,Active,899 PORTLAND ST.,dartmouth
I LOVE PHO,Eating Establishment,Active,746 BEDFORD HWY.,halifax
LAWTONS MILL COVE #845,Food Shop,Active,965 BEDFORD HWY.,bedford
DALHOUSIE O'BRIEN HALL CAFETERIA,Eating Establishment,Awaiting Application,5217 MORRIS ST.,halifax
BENTO SUSHI,Eating Establishment,Active,6136 UNIVERSITY AVE.,halifax
EDWARD JOST CHILDREN'S CENTRE,Eating Establishment,Active,7 MONT ST.,halifax
SCOTIABANK CENTRE - HALIFAX POPCORN (WEST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
Janina's Cafe,Eating Establishment,Active,202 BROWNLOW AVE. UNIT 920,dartmouth
MARY'S PLACE II CAFE,Eating Establishment,Active,5982 SPRING GARDEN RD.,halifax
FRIENDS CHINESE CUISINE HOUSE,Eating Establishment,Active,5566 FENWICK ST.,halifax
JUGO JUICE,Eating Establishment,Active,21 MICMAC BLVD.,dartmouth
A & W,Eating Establishment,Active,975 WILKINSON AVE.,dartmouth
REVANA PIZZA,Eating Establishment,Active,29 PORTLAND ST.,dartmouth
MOTHER'S PIZZA,Eating Establishment,Awaiting Application,5710 YOUNG ST.,halifax
MURPHY'S RESTAURANT,Eating Establishment,Awaiting Application,1751 LOWER WATER ST.,halifax
BECK FARM - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Active,2901 WINDSOR ST.,halifax
BLUE ELEPHANT THAI RESTAURANT LIMITED,Eating Establishment,Active,75 PEAKVIEW WAY UNIT 400,halifax
PARICHAT RESTAURANT,Eating Establishment,Active,131 ESPLANADE,truro
"GROWING PLACE EARLY EDUCATION CENTRE, THE",Eating Establishment,Active,114 WOODLAWN RD.,dartmouth
Bliss Bowls (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
ORIENT CHINESE CUISINE (THE),Eating Establishment,Active,227 BEDFORD HWY.,halifax
VINES PASTA GRILL RESTAURANT,Eating Establishment,Active,4 PANAVISTA DR.,dartmouth
PIZZA PIZZA,Eating Establishment,Active,75 PEAKVIEW WAY UNIT D,halifax
COFFEEMATTERS INC,Eating Establishment,Awaiting Application,33 ALDERNEY DR.,dartmouth
SUSIE'S SHORTBREADS INC.,Eating Establishment,Awaiting Application,218 CHAIN LAKE DR.,halifax
CHINA PALACE RESTAURANT LTD,Eating Establishment,Awaiting Application,213 BEDFORD HWY.,halifax
A & W,Eating Establishment,Active,21 MICMAC BLVD.,dartmouth
SEED & SCARECROW FARM - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
BROOKLYN WAREHOUSE,Eating Establishment,Active,2795 WINDSOR ST.,halifax
"Parkland at the Lakes, GLASGOW HALL",Eating Establishment,Active,76 BAKER DR.,dartmouth
GARY'S FRESH SEAFOOD - MOBILE 1,Mobile - Class 3,Active,24 CEDAR CRT.,dartmouth
DARTMOUTH MOTORS LP,Eating Establishment,Active,61 ATHORPE DR.,dartmouth
SMITTY'S FAMILY RESTAURANT,Eating Establishment,Active,64 ROBIE ST.,truro
FRED'S MARKET,Food Shop,Active,38 DENTITH RD.,halifax
SIMPLY FOR LIFE,Food Shop,Awaiting Application,30 FARNHAM GATE RD.,halifax
GRAND FINALES CAFE AND CATERING,Eating Establishment,Active,109 ILSLEY AVE.,dartmouth
PARKLAND AT THE GARDENS,Eating Establishment,Active,5732 COLLEGE ST.,halifax
SAINT VINCENT'S NURSING HOME,Eating Establishment,Active,2080 WINDSOR ST.,halifax
ALADDIN CAFE,Eating Establishment,Active,746 BEDFORD HWY.,halifax
WAVERLEY ROAD PHARMACY,Food Shop,Active,249 WAVERLEY RD.,dartmouth
BENTO NOUVEAU (SUSHI BAR),Eating Establishment,Active,650 PORTLAND ST.,dartmouth
Shoppers Drug Mart #133,Food Shop,Active,5595 FENWICK ST.,halifax
FLYNN'S DAIRY BAR AND CONVENIENCE,Eating Establishment,Active,1365 HOLLIS ST.,halifax
PAPA MARIO'S PIZZA,Eating Establishment,Awaiting Application,1189 BEDFORD HWY.,bedford
HARVEST/A FARM-TO-TABLE EATERY,Eating Establishment,Active,936 BEDFORD HWY. SUITE 112,bedford
PICKFORD & BLACK,Eating Establishment,Active,1869 UPPER WATER ST.,halifax
MEZZA LEBANESE KITCHEN,Eating Establishment,Active,278 LACEWOOD DR.,halifax
HUB GENERAL STORE (THE),Food Shop,Active,3580 DUTCH VILLAGE RD.,halifax
BISCUIT LIPS LUNCH,Eating Establishment,Active,40 ALDERNEY DR.,dartmouth
BOWLARAMA,Eating Establishment,Active,7071 BAYERS RD. SUITE 221,halifax
KOR-B-Q,Eating Establishment,Active,278 LACEWOOD DR.,halifax
ARIRANG RESTAURANT,Eating Establishment,Awaiting Application,30 FARNHAM GATE RD.,halifax
DAIRY QUEEN/ORANGE JULIUS,Eating Establishment,Awaiting Application,7001 MUMFORD RD. UNIT 256A,halifax
JESSY'S PIZZA SPRYFIELD,Eating Establishment,Active,374 HERRING COVE RD.,halifax
KIM FENG RESTAURANT,Eating Establishment,Active,516 PLEASANT ST.,dartmouth
CHURCH BREWING COMPANY,Eating Establishment,Active,329 MAIN ST.,wolfville
BEAVERTAILS,Eating Establishment - Seasonal,Awaiting Application,1549 LOWER WATER ST.,halifax
PEELERS POTATOES - MOBILE EATING,Mobile - Class 1,Active,6 LITTLE FOX LANE,halifax
KFC,Eating Establishment,Active,242 ROBIE ST.,truro
